well_id,n,anchor_rmse,pf_rmse,best_cand
8050c789,3077,7.786449457719408,2.2545872053484715,0
807f0298,3747,8.853825493010934,4.962650169579574,0
811f52b3,4836,4.598301010999275,4.3865234110573335,1
81bf5923,4543,31.31927935297995,31.45634150330457,0
81fc01c6,5909,15.007610097527794,16.93587596652436,1
8255c867,3589,25.379544413656888,7.632863795992186,1
82aab6d2,6140,16.359385167102737,5.489250593959629,0
82fcf37c,6014,6.562385974432521,3.0082468157298714,0
833af382,3628,11.932419080398546,6.854578237523902,0
8382f4b6,4967,35.957613544757436,3.577547507530438,0
84633df4,4972,4.736172446701271,16.67147012715403,0
8478df29,4857,14.043024034272376,9.595074817640137,0
84815d5a,3647,18.796385252137515,17.739805374338278,0
84c3b497,5312,18.960394713110585,23.82000002781628,2
85380836,6618,14.16579981313258,5.3350391209139385,1
8612b37f,5165,19.617069448970486,27.563759420400306,0
861e71df,4700,11.539564677986593,9.719384254405114,0
86454a6f,7964,70.26338513734783,56.13238651580008,1
8648abae,4244,6.857839767871924,12.27709865604903,2
865033f8,3557,5.940308678128904,3.051990016270402,0
87695469,7003,7.051593014629924,6.0685892273557975,0
877ed19c,3708,3.961990141908008,1.5062416083155232,0
87aa3730,5607,9.116484132166912,2.1489430549627815,0
884ecb5f,6724,19.928910115404566,1.9345473309095265,2
8902c3f6,4959,8.832044207317482,11.412138950850022,2
896d15b9,4279,29.78460727060298,6.233507616908412,0
8995c945,6724,17.049572930743697,12.134314107847118,1
89969c7a,4947,8.235332474787521,9.630822104470099,0
89f1085d,5994,27.630506752261244,6.609273295452117,0
89f36adf,5292,4.477972454313123,6.68125281397159,0
89fdb2f2,2031,1.6866180518953557,2.710480980062822,0
8a3da6d1,4593,9.412246097229765,10.5316179174387,2
8a89da23,3935,24.252456304947117,2.6008324840965282,0
8a9c8932,4663,2.3969295087935425,3.312358634913574,0
8ac2f237,5319,16.45119897844976,4.902384279852269,0
8b12bab6,5234,15.811256392108719,10.00651568928924,0
8b5be31b,5672,14.42858472653754,6.687412326412115,2
8b95d6d1,1731,12.821591683060278,10.113687896920736,0
8b9d8326,6163,6.582552988433189,10.055350489292108,0
8bb9c1e6,4546,5.877089429163017,6.435237371577621,0
8bda1a11,5981,12.860573075338545,2.688563485152005,0
8bfa881d,4089,24.907656478671402,8.782643379101486,0
8c167025,5368,12.842100494100917,11.856117234968185,0
8c8348e8,3888,6.541121071059431,6.032617793883121,0
8cc21f01,4044,5.692405675014437,17.364304560344976,0
8cc800b3,6576,13.894631430456734,18.309261069401572,2
8d5d46d7,5755,14.448678432466647,7.312171504536698,1
8d92cb49,3589,7.261615385751236,5.261547290157435,1
8f201368,6349,31.179492905922075,10.302368003050367,0
90386ee4,3840,10.152954610245539,5.4846569076951415,0
91abc4c7,5848,7.02683994774031,3.0118804613721015,0
91b301ce,6570,35.315076932980844,41.97755004227765,1
91db7070,4073,40.80747690976154,45.36123969026783,0
925a7cd1,4517,4.612563792738408,18.811563197214763,2
9283ae69,3371,6.173284378497139,17.275117855576674,0
9298ad5b,3964,13.089984763550598,6.710912641597133,0
9314ff13,2748,5.189815774469084,3.9827749823082885,0
93209a3d,4697,13.65809981076041,7.820204652624441,0
939d9c34,5101,15.729081869192102,12.90310527916388,0
93f5d2e6,3691,20.10571368100563,24.308866671820024,1
940a48d9,3963,10.06328128166555,5.6098702203729,2
940e709a,3348,4.6519560575408425,17.285043848752398,0
9426ec1e,2532,12.079413246018726,2.511636833906177,0
94467f50,3035,7.795325573109472,17.64582020067395,0
944f36b9,4630,6.513075857645095,3.7865985239489723,0
94d813a4,4847,36.730942118502206,16.144640432896413,0
95b559e7,2887,20.38335913388356,3.110396535260695,2
95c8427f,6335,27.215687207592826,3.405053184707686,0
96936c22,3346,4.079825343764616,2.8029060098644476,1
96ae5806,9839,8.450669041365172,11.618977919650787,0
96b7eea1,4332,12.405056848354107,8.358009841682614,0
9719aa04,4871,7.07656345543121,3.103391885383178,1
974802e7,5843,13.80511563998303,4.865171735323996,0
97cd5bf9,3449,9.273936692075774,3.9539559377768643,0
98177ced,4772,5.779865915399804,8.857654219371184,2
9896fc0b,3595,15.814766850712997,7.438729377361475,0
98bc6f66,6063,17.645391862557158,3.029557391135258,0
992c99e8,4904,13.77905931963707,5.209737648742392,0
992ce078,2879,5.02484380821733,8.330009803266938,0
99529c45,5840,21.675545088419643,7.329520803192141,0
995ff498,4526,8.343710199277547,7.038587292604805,0
999daf80,3564,5.121625403452367,3.828969833045746,0
9a6b0392,4255,6.974051133501153,5.456874771489971,0
9a8ae0d6,6294,5.937216688673599,4.509837796115134,0
9a95e33f,6447,32.28932813245856,9.424305004260944,1
9ab94eeb,4442,8.205724523051869,16.421835715592444,0
9ad5410a,4205,8.784377249544983,2.8338311271199292,2
9ae248be,5271,8.107003944596206,3.1313829286312553,0
9af1ffd0,3525,18.128053838502368,7.609325935728746,0
9b5b61c1,5532,5.429982209622746,10.62502374066479,0
9b9e3b49,5118,7.923721572593473,7.7551146635570465,0
9bd2bba3,7439,15.673287472863077,1.498911623874933,0
9c211c53,7265,6.466506541772609,3.046872679261375,0
9c350a6a,6052,17.397946606336834,7.771473631971961,1
9c8375f7,3674,5.917156069883692,3.5000055641880405,1
9d072e4c,5107,9.990804668905984,3.9184925140316267,0
9d3ec64c,3480,9.187876827833358,7.324222999730417,0
9d4272e3,4030,17.76831335353228,16.206264945476814,0
9d5e14d4,5400,28.543156532728414,4.272323791932083,0
9da441ba,5783,15.618529769468404,3.4705253926759725,0
9dede370,6297,18.676124657054373,6.0525206601802894,0
9def2eb2,6003,7.253592864593499,11.370870023663898,0
9df1b1f9,4701,12.592269852167446,8.422992817260107,0
9dfff011,4319,4.8459695911212535,6.280261661011245,0
9e3e364d,4290,4.097267023631261,12.906213104274604,0
9efc812e,4450,7.747022854046375,7.928290204350856,0
9f0c7bae,2542,7.898258335635161,7.923230805669355,0
9ffce529,5212,11.084878093703349,3.159512016892228,0
a0383629,5832,8.416225361246278,2.1258621423331583,0
a056d01e,6557,8.584211201864289,3.9314796917465227,0
a08d9e63,3685,21.46258569009769,5.0815428042403,0
a0b83014,5035,17.51843897699374,3.7052454304883957,0
a0e92ed6,4897,8.114542367589692,7.787725852939478,0
a15bc102,3236,2.578928597930721,6.814709449565424,0
a247e7cf,5674,4.201165296490171,4.974632661231656,0
a2e8e7f6,4760,10.698430341162505,14.55645400922119,1
a3518960,4967,7.100675858286987,14.295897799824896,0
a3f71395,5543,15.089395383508826,2.413669715525827,1
a4719920,5884,7.205451003735877,2.005134462560407,0
a48640d9,4532,21.626612771414322,3.1585766402211433,0
a4cdbb0f,5204,11.150021440885437,2.062557855025465,0
a4f989c2,5385,10.578786672639087,33.75584655762818,2
a5aa7973,4616,14.159778554983863,6.999911517264746,1
a5e6f7dc,5649,6.350818327780091,9.84744429037959,1
a612d5a0,5329,19.256901319606147,2.5698225665398615,1
a622ce4d,6298,14.236097814848373,6.065732550202893,0
a645da9a,5153,8.951092580974047,4.667818119557758,0
