well_id,n_rows,lgbm_rmse,anchor_rmse,anchor_wins_by,mean_pred_delta
69e41fa6,5772,3.7916178366995865,5.861732687565972,2.0701148508663856,-1.7468721920787882
6a0ff78e,6465,9.126294831138445,11.350827388917207,2.224532557778762,1.257418720779175
6a8fa194,3017,11.527462128197996,8.348329338921092,-3.1791327892769043,-3.2350971635824135
6ae68655,4204,12.99563939871393,5.259877371830794,-7.735762026883136,-10.615358294591477
6d1d74e1,5830,16.265163711525695,11.887571200184345,-4.37759251134135,8.929663641304712
6d590e26,6096,6.956500420870145,8.629685403348205,1.6731849824780598,-4.955295592740103
6d6d93af,3595,24.882450438542943,32.195372520142506,7.312922081599563,-7.195819560449426
6dbe4b60,4648,3.7328231839997676,8.699464045404161,4.966640861404393,5.738384095291313
6e6d122c,5632,5.08215413345419,9.11700946941914,4.0348553359649495,3.7424709427262113
6e9ccd38,8282,15.29367369229433,12.23949279951463,-3.0541808927796996,14.373004781647323
6ea22614,5971,8.236490481657283,6.4753183432909225,-1.7611721383663603,4.948885518233254
