well_id,n,anchor_rmse,viterbi_rmse
98bc6f66,6063,17.645391862557158,3.700411081736909
992c99e8,4904,13.77905931963707,15.07556943673255
992ce078,2879,5.02484380821733,14.092708105387969
99529c45,5840,21.675545088419643,26.60670899950268
995ff498,4526,8.343710199277547,14.149396871890415
999daf80,3564,5.121625403452367,5.468871986293725
9a6b0392,4255,6.974051133501153,11.18217432278664
9a8ae0d6,6294,5.937216688673599,7.996514686051888
9a95e33f,6447,32.28932813245856,33.42669781458664
9ab94eeb,4442,8.205724523051869,13.730639681067862
9ad5410a,4205,8.784377249544983,6.263347085878849
9ae248be,5271,8.107003944596206,23.67119568145193
9af1ffd0,3525,18.128053838502368,27.46170674575937
9b5b61c1,5532,5.429982209622746,12.086524035811633
9b9e3b49,5118,7.923721572593473,7.407241035217516
9bd2bba3,7439,15.673287472863077,18.360622220933028
9c211c53,7265,6.466506541772609,7.998392563044163
9c350a6a,6052,17.397946606336834,10.778179539255335
9c8375f7,3674,5.917156069883692,15.943903873906011
9d072e4c,5107,9.990804668905984,7.573205948963839
9d3ec64c,3480,9.187876827833358,8.73074499625584
9d4272e3,4030,17.76831335353228,17.329945299807644
9d5e14d4,5400,28.543156532728414,20.771843559295426
9da441ba,5783,15.618529769468404,6.830546789600592
9dede370,6297,18.676124657054373,9.001945778053715
9def2eb2,6003,7.253592864593499,14.133731598515066
9df1b1f9,4701,12.592269852167446,22.054324100491165
9dfff011,4319,4.8459695911212535,9.594734225962306
9e3e364d,4290,4.097267023631261,4.450081882905955
9efc812e,4450,7.747022854046375,14.202521660890934
9f0c7bae,2542,7.898258335635161,10.252895739566613
9ffce529,5212,11.084878093703349,9.426324467073975
a0383629,5832,8.416225361246278,5.62385908715997
a056d01e,6557,8.584211201864289,10.632743615131446
a08d9e63,3685,21.46258569009769,10.691843527615486
a0b83014,5035,17.51843897699374,14.902704982966167
a0e92ed6,4897,8.114542367589692,8.090717169000486
a15bc102,3236,2.578928597930721,2.5552053139694926
a247e7cf,5674,4.201165296490171,16.466049323725297
a2e8e7f6,4760,10.698430341162505,19.431173732048183
a3518960,4967,7.100675858286987,16.763440508701244
a3f71395,5543,15.089395383508826,18.42170493174941
a4719920,5884,7.205451003735877,6.728945765488157
a48640d9,4532,21.626612771414322,7.598412321969141
a4cdbb0f,5204,11.150021440885437,6.770832546049492
a4f989c2,5385,10.578786672639087,5.712840891290922
a5aa7973,4616,14.159778554983863,14.791446054611802
a5e6f7dc,5649,6.350818327780091,14.732402183676829
a612d5a0,5329,19.256901319606147,19.22727173089051
a622ce4d,6298,14.236097814848373,10.404551100261129
a645da9a,5153,8.951092580974047,3.5309836184000205
a692b17e,3566,13.138061444708827,8.872532499240618
a6b8ac67,5453,10.875902281234387,4.794117953697999
a6ed2eff,5275,8.632582794631363,12.23616763951691
a6f967fb,4670,13.762814229045636,10.024646385813023
a76db406,4672,3.7043201708377427,9.398803429561545
a7744f5b,4377,13.084948643934053,10.019174114810172
a783cc24,1889,26.72523186448825,15.191978052292317
a79fd2e7,4404,12.374341369091132,17.11395320360615
a7fc3e6b,4764,18.149529358993682,15.918664762641136
a85bb86f,3099,7.873900707960967,4.286820267871645
a85e4bc3,4581,9.638478456190704,11.448421417727253
a87433c9,5721,9.580358514748033,9.368595741825246
a8ed028a,5538,19.044521110452333,18.742468320454023
a959858c,4404,65.35865899088088,83.02118310219097
a9c9b150,3986,1.1630317709118394,6.418181153770845
aa95015b,4300,11.725050285011942,3.6953080873538653
aaaf3c03,2997,15.079592231507316,9.44562584555841
aaeffccb,2712,4.756126793123975,5.867018600960055
ab112491,5185,28.204036984751497,26.64581902248428
ab18d3fc,5694,16.597890792722144,23.301901853259448
ab3ced07,4250,9.797524442428841,15.913904331821657
ab6fe95d,5491,6.6795806397720465,5.29879351816361
ab94878e,6004,6.090270250340663,7.137794050969573
abf460d2,3217,8.350877150110843,19.08759977863309
ac6f01d5,5004,15.962529701035821,5.040250890260289
ad2133a8,5729,28.088198915386187,19.566149889658877
add9c322,3932,12.296784203800955,19.240007418869542
ae069086,4770,14.585517424947831,15.52201715843224
ae0784a8,7823,10.87737509844777,13.018340105408264
ae35f33a,4450,5.0951729458693835,3.028974821934524
ae8959c3,4518,19.76800976672305,16.33648031449787
aed44918,2719,9.488704385906805,19.63188587648395
aee6393a,5865,4.665683726709421,8.503408134755333
af7a59ce,3024,4.115059728297358,8.627788999649615
aff4e561,6026,10.851934253065428,8.367361267656225
b04b58a3,3402,13.058667367524363,6.522333431535141
b0d42b0d,4971,19.797243019186585,23.91838038154848
b0f53bf4,2755,9.231328022549082,23.722971048204094
b19b0395,5813,10.045237735851847,8.111311401216643
b1efb8a4,5998,8.506706925766984,14.115060503270188
b32902c0,3808,5.155416417213564,4.46499446558786
b32e4903,5770,5.863958705383137,6.476085423232826
b3388334,6080,14.23010661853958,12.623909808323381
b37fd114,8161,24.97877020046922,20.736918740749122
b38e3116,6211,6.404438939196513,6.2313594714951925
b4d8dd4f,4259,17.098418824477594,22.20403692388567
b4f37e6e,2992,14.94895263643877,8.07318308933075
b56bc0aa,5602,8.788528154094545,19.93319218574944
b585b4fa,4294,9.973817813617734,13.357374011200996
b5aa9634,7326,11.47866217552782,13.831533263580065
b7974e66,5558,6.972963992749996,5.844816318565319
