well_id,fold,n_rows,rmse_e8,mae_e8,rmse_e9b,mae_e9b,d_rmse,d_mae,tw_known_gr_corr,n_known_gr,tw_group_size,shares_typewell
0849b4e2,2,5537,10.14764184437486,8.460516302153962,9.733931724288517,7.52642256563172,-0.41371012008634267,-0.9340937365222421,0.8886168641639096,1587,1,False
084d66f9,3,3885,11.347934739973349,9.682360574398217,12.13835620922335,9.792760822918575,0.7904214692500009,0.11040024852035835,0.7570006624598411,877,1,False
08fecf00,2,5574,6.5246473092226855,5.261466098920591,7.447045152586061,5.854244836822878,0.9223978433633757,0.5927787379022869,0.8476065098497964,1605,1,False
09053135,2,5907,4.683074255888944,4.168952259828192,5.3789098294700395,4.969631671822601,0.6958355735810953,0.800679411994409,0.8650940016102601,1432,1,False
09441b8d,2,5488,12.61380579031874,9.502875889882603,11.830772326180552,8.922320260378052,-0.7830334641381871,-0.5805556295045502,0.8626287750882116,1570,1,False
0955cd6c,3,5195,8.28384263300056,6.815301299093918,7.441499912234399,6.360004992041353,-0.8423427207661609,-0.4552963070525653,0.816272217117308,1145,1,False
09ec2ca9,0,5885,12.42109284819515,11.571552972329185,7.212520102237684,6.072567874844733,-5.208572745957466,-5.498985097484452,0.7922112891421627,1220,1,False
0a57a29c,3,5821,4.984232177179426,3.809046350553964,5.089549335595362,4.166541234070504,0.10531715841593581,0.3574948835165399,0.6883416565611228,889,1,False
0bbf5e67,4,4298,8.036650342491953,6.8893510718048425,7.3669790435025675,6.360777954205508,-0.6696712989893854,-0.5285731175993345,0.9651835458650885,984,1,False
0be01c24,1,4738,6.811939864674948,5.545201792364532,7.983223459805929,6.50977577076294,1.1712835951309808,0.9645739783984082,0.8821283578259066,1568,1,False
0c1b160c,2,5054,6.82345601936849,5.3471685574106065,7.393041305521393,5.822824491263375,0.5695852861529032,0.47565593385276816,0.8170659812286285,851,1,False
0d99f8e4,2,5823,4.960202271348237,4.188005219944071,7.5941590772847185,6.329867149045989,2.6339568059364815,2.1418619291019176,0.5566389146567724,1038,1,False
0dc5e64d,4,4879,16.305853475476443,13.059643633175574,14.369312217964737,10.587592444791314,-1.9365412575117062,-2.4720511883842597,0.9255767943671888,1299,1,False
0dc835f3,2,4428,21.361048002769625,19.666206761593944,13.500460382649926,11.371345973921663,-7.8605876201196985,-8.294860787672281,0.9410304928277783,809,1,False
0dd99dc5,4,7342,8.731078886720754,7.7930113488782276,6.9530141505151,5.930920150807394,-1.7780647362056534,-1.862091198070834,0.6512316407846599,1015,1,False
